AirportId,AirportName,LatD,LatM,LatS,LongD,LongM,LongS
62WA,"LAKEWOOD",48,09,13.6600,-122,14,01.3200
00WN,"HAWKS RUN",46,15,00.0000,-117,14,56.4000
WA84,"AUBURN ACADEMY",47,16,50.3620,-122,08,58.4210
WA85,"WEYERHAEUSER",47,17,53.3600,-122,17,52.4380
60WA,"J J H",47,18,50.3610,-122,15,30.4340
WA28,"PRIVATE H/C PAD",47,19,58.3800,-122,13,22.1400
WA86,"BOEING - AUBURN COMPLEX",47,17,39.3610,-122,14,40.4310
WA06,"DON JOHNSON HOME",47,18,08.3600,-122,09,03.4200
S50,"AUBURN MUNI",47,19,39.6640,-122,13,35.9570
4W0,"BANDERA STATE",47,23,43.3280,-121,32,11.2990
6WA3,"GREEN ACRES",46,36,31.0550,-119,17,25.5050
W52,"GOHEEN",45,49,36.4670,-122,34,36.6820
W58,"CEDARS NORTH AIRPARK",45,45,52.4000,-122,30,54.3000
WA87,"PARKSIDE AIRPARK",45,48,57.4130,-122,33,10.3550
59AS,"BECKER FIELD",45,51,02.4100,-122,32,40.2500
1WT6,"OVERLAKE HOSPITAL EMS",47,37,17.6300,-122,11,15.8300
64WA,"EVERETT I",47,34,59.8580,-122,10,04.7400
WN71,"EVANS",47,37,49.3570,-122,10,34.4430
BLI,"BELLINGHAM INTL",48,47,33.7000,-122,32,15.1000
WN73,"ST JOSEPH HOSPITAL MAIN CAMPUS",48,46,28.4700,-122,28,26.1500
WA58,"ELIZA ISLAND",48,39,09.0000,-122,35,03.0000
58WT,"GOSHEN",48,51,08.0000,-122,19,49.0000
WA90,"FLOATHAVEN AIRSTRIP",48,43,59.3980,-122,21,04.5900
0W7,"FLOATHAVEN",48,44,08.2000,-122,20,24.1000
WA93,"ELIZA ISLAND",48,39,09.3830,-122,35,04.6220
WA20,"GRAY RANCH",46,50,53.0000,-118,10,37.0000
52WA,"HONN FARM",46,55,55.5600,-117,58,33.8070
WN30,"CLINESMITH RANCH",46,55,11.5520,-118,05,31.8370
WA94,"WASHINGTON AIR MUSEUM",47,20,02.3630,-122,01,25.4130
51WA,"EVERGREEN SKY RANCH",47,16,05.3620,-122,04,04.4130
95WA,"BLACK DIAMOND",47,18,56.3630,-122,00,35.4090
0WN6,"L-Z BLUE THUNDER",48,57,12.1900,-122,49,04.7500
WT34,"BLAINE SECTORS HQS",48,58,32.0000,-122,43,17.0000
38WA,"BLAKELY ISLAND",48,34,44.3700,-122,49,34.6470
PWT,"BREMERTON NATIONAL",47,29,24.9000,-122,45,53.3000
WA65,"WASHINGTON NATIONAL GUARD - SINCLAIR HGTS",43,33,17.4350,-122,40,54.1980
WA96,"LEISURELAND AIRPARK",47,36,27.0000,-122,46,28.0000
S97,"ANDERSON FIELD",48,06,17.5250,-119,43,14.2060
WA05,"CORMORANT",47,39,11.9000,-122,55,29.9000
WA16,"BANAS FIELD",46,47,59.0000,-123,32,28.0000
5WA9,"BRUSH PRAIRIE AERODROME",45,43,26.0000,-122,32,40.0000
WN42,"FLYING H RANCH",47,11,01.8650,-122,07,11.9130
9WA7,"ALBRITTON",47,12,56.0000,-122,07,59.0000
WA97,"BUENA",46,26,35.4610,-120,20,27.2060
BVS,"SKAGIT RGNL",48,28,13.9000,-122,25,18.1000
WN51,"BAYVIEW FARMS",48,31,15.3830,-122,27,54.5970
1W1,"GROVE FIELD",45,37,40.1860,-122,24,15.5210
6WA1,"SAMPSON",45,38,59.4210,-122,12,04.3220
8S2,"CASHMERE-DRYDEN",47,30,53.0781,-120,29,04.7614
WA98,"CASCADE",47,30,44.4460,-120,29,19.2890
WA99,"FLYING K RANCH",46,19,45.3960,-122,53,10.4130
WT44,"MICHAIR",46,10,38.4000,-123,23,06.0000
78WA,"CENTER ISLAND",48,29,24.3640,-122,49,55.6360
WA95,"SKYQUEEN",46,43,07.0000,-122,54,40.0000
2WA7,"PROVIDENCE CENTRALIA HOSPITAL",46,42,41.9000,-122,59,08.5400
5WA7,"WILD HAIR",45,42,59.4410,-120,59,04.2440
CLS,"CHEHALIS-CENTRALIA",46,40,37.3000,-122,58,57.9000
FA99,"FANTASY FIELD AIRSTRIP",46,35,16.2000,-122,51,56.8000
0WA1,"DWIGHT FIELD",46,37,01.3770,-122,49,34.4360
S10,"LAKE CHELAN",47,51,57.6370,-119,56,33.7260
WA13,"SEAPLANE LANDING AREA",48,12,30.0000,-120,35,30.0000
WT03,"RIVER VIEW AIRPARK",47,54,01.0000,-119,53,45.0000
WA49,"FLYING R RANCH",47,30,10.0000,-117,38,52.0000
WT24,"REED",47,31,22.0000,-117,32,17.0000
WT04,"SILVERBIRD",47,31,02.0000,-117,32,03.0000
1S9,"SAND CANYON",48,18,50.6890,-117,44,36.2050
6WA0,"ST JOSEPH'S HOSPITAL",48,16,40.8800,-117,42,36.0700
WT28,"KIWI AIR",46,25,36.0000,-117,03,29.0000
WT33,"SKID ROW",46,25,26.3500,-117,04,40.5300
WT89,"TRI-STATE MEMORIAL HOSPITAL EMS",46,24,07.0000,-117,03,20.0000
C72,"CROSS WINDS",47,58,59.6130,-117,32,33.8200
S93,"CLE ELUM MUNI",47,11,39.2739,-120,53,02.5274
2W1,"DE VERE FIELD",47,10,39.2920,-120,51,09.5790
WA21,"SUNSHINE ACRES",47,50,02.0000,-117,15,49.0000
63WA,"BOYLE R & D",47,50,00.0000,-117,16,25.0000
S94,"PORT OF WHITMAN BUSINESS AIR CENTER",46,51,31.3460,-117,24,50.6920
WN43,"LOWER GRANITE DAM",46,39,40.5720,-117,26,16.6570
00W,"LOWER GRANITE STATE",46,40,21.9000,-117,26,30.0000
70WA,"WHITMAN COMMUNITY HOSPITAL",46,52,10.1700,-117,22,33.6200
S95,"MARTIN FIELD",46,02,48.9810,-118,25,01.8400
63S,"COLVILLE MUNI",48,32,38.0000,-117,53,02.0000
77WA,"PROVIDENCE MOUNT CARMEL HOSPITAL",48,32,26.9400,-117,53,29.5300
WA73,"SMITH",48,31,30.0000,-117,51,12.0000
WA72,"ZEMA PRIVATE",48,38,40.8400,-117,56,17.5400
3W5,"MEARS FIELD",48,31,47.4180,-121,45,29.6960
WA14,"CONNELL CITY",46,39,40.6100,-118,49,50.2300
27WA,"JC'S",48,19,30.3680,-122,18,56.5560
S16,"COPALIS STATE",47,08,40.7890,-124,11,20.6620
WN52,"COUGAR",46,03,03.3970,-122,18,04.3480
WN10,"MOUNT ST HELEN'S AERO RANCH",45,59,36.3980,-122,22,46.3510
WA15,"COULEE CITY",47,36,59.5230,-119,14,34.0920
WN40,"COUPEVILLE AIRPARK",48,11,25.3510,-122,38,34.5970
NRA,"COUPEVILLE NOLF",48,11,00.0000,-122,38,00.0000
01WN,"WHIDBEY GENERAL HOSPITAL",48,12,47.1200,-122,41,07.0100
WA75,"FLYING 'O' RANCH",47,22,09.0000,-122,04,10.0000
0WA2,"CURTIS",46,35,25.3710,-123,06,16.4780
1S2,"DARRINGTON MUNI",48,15,31.0050,-121,36,36.7330
72WA,"HILINE",48,15,51.3930,-121,35,30.4520
WA40,"DARRINGTON CLINIC EMS",48,15,12.5100,-121,36,30.4900
68S,"DAVENPORT",47,39,12.7669,-118,10,07.6215
73WA,"7 BAYS",47,51,03.5680,-118,19,48.9560
WN07,"DECATUR SHORES",48,29,59.4000,-122,48,49.6000
WA18,"DECATUR /JONES/",48,30,36.3660,-122,48,10.6400
DEW,"DEER PARK",47,58,01.4000,-117,25,42.9000
WN14,"PETE'S",47,50,29.6100,-117,26,48.7950
WA52,"DEER FLAT",47,57,25.0000,-117,36,13.0000
WT21,"RADIAL FLYER",47,53,40.3300,-117,26,23.3100
4WA8,"RIVERSIDE",48,50,05.4160,-122,15,51.5690
WT70,"DIABLO",48,42,50.9000,-121,08,23.8000
WA45,"OLYMPIC FIELD",47,59,43.0000,-122,53,59.0000
WA17,"MAJERLE STRIP",47,45,19.1400,-121,58,56.4600
ESW,"EASTON STATE",47,15,15.0620,-121,11,07.9140
ORS,"ORCAS ISLAND",48,42,30.0000,-122,54,38.1000
90WA,"WALDRONAIRE",48,42,42.3720,-123,01,05.6710
WA35,"CLAM HARBOR",48,37,20.3680,-122,56,49.6560
0WA4,"HANSEN",47,26,10.4570,-120,16,46.2540
2W3,"SWANSON",46,52,18.0000,-122,15,26.0000
0WA6,"SWEDISH EDMONDS",47,48,13.3480,-122,20,03.4730
3W7,"GRAND COULEE DAM",47,55,19.3640,-119,04,58.8540
ELN,"BOWERS FIELD",47,01,58.9000,-120,31,50.5000
82WA,"KITTITAS VALLEY HEALTHCARE",46,59,15.5600,-120,32,16.1500
WT01,"HILLCREST FARMS",46,56,57.0000,-120,28,52.0000
96VE,"BEITER",46,54,24.0000,-120,26,01.0000
79WT,"ROTOR RANCH",47,05,27.6030,-120,35,21.8490
WN64,"J K D FARMS",46,58,27.4540,-120,27,43.2400
4W8,"ELMA MUNI",46,59,25.9440,-123,25,46.7620
84WA,"D AND B AIRPARK",46,58,22.3470,-123,23,03.5640
WN65,"MY",46,58,21.3460,-123,28,36.5790
WA77,"ENUMCLAW",47,11,44.3650,-122,01,19.4020
WN87,"BRYAN",47,12,30.8640,-122,05,33.4120
WA27,"TOM MATSON ENUMCLAW",47,11,56.0000,-121,59,20.0000
WN76,"BERGSETH FIELD",47,14,36.8660,-121,55,28.3940
EPH,"EPHRATA MUNI",47,18,29.0580,-119,31,00.8890
WN56,"COLUMBIA BASIN HOSPITAL",47,18,54.1200,-119,32,50.2000
PAE,"SNOHOMISH COUNTY (PAINE FLD)",47,54,25.2000,-122,16,53.7000
WA82,"THE BOEING COMPANY",47,55,52.3440,-122,15,53.4850
0WA9,"NAVAL STATION EVERETT",47,59,54.0000,-122,14,48.0000
96WA,"JIM & JULIE'S",47,53,53.0000,-122,09,20.0000
76WA,"HEINECK FARM",48,00,18.3480,-122,08,01.4810
1WA3,"CALKINS EQUIPMENT COMPANY",47,58,46.3450,-122,11,10.4840
1WA4,"PROVIDENCE RGNL MED CNTR EVERETT PACIFIC CAMPUS",47,58,32.8000,-122,13,02.1500
1WA5,"GENERAL HOSPITAL OF EVERETT",47,59,58.5400,-122,12,21.4800
7WA3,"WESTWIND",48,53,10.0000,-122,19,43.0000
1WA6,"FALL CITY",47,33,34.3660,-121,51,49.4130
WN35,"MEADOW MIST",48,54,31.4040,-122,33,52.6070
WA88,"HORSE FLY",48,53,34.4030,-122,33,24.6090
7WA4,"HUMBERT",47,51,27.0000,-117,46,47.0000
S18,"FORKS",47,56,15.7860,-124,23,45.3140
53WT,"FORKS COMMUNITY HOSPITAL",47,56,47.2600,-124,23,39.0700
GRF,"GRAY AAF (JOINT BASE LEWIS-MCCHORD)",47,04,45.1720,-122,34,50.7600
1WA8,"MADIGAN HOSPITAL",47,06,35.4000,-122,33,25.8000
W33,"FRIDAY HARBOR",48,32,14.3590,-123,00,34.6450
61WA,"BURDEN FIELD-(RABBIT RUN)",48,28,19.3540,-123,01,04.6420
1WA9,"FRIDAY WEST",48,32,06.3570,-123,02,41.6500
2WA3,"STUART ISLAND WEST",48,41,04.3590,-123,12,34.6890
FHR,"FRIDAY HARBOR",48,31,19.1000,-123,01,27.7000
51WT,"WHITERIK FIELD",48,00,37.5000,-118,21,43.3000
WN83,"TELEPHONE UTILITIES/TIW/",47,19,52.3490,-122,36,05.4690
6WA8,"EAST GIG HARBOR",47,20,12.7800,-122,34,46.2000
WA50,"FIRE DISTRICT 5 EMS",47,21,07.9800,-122,37,30.4700
2WN9,"HILLCREST",45,50,42.4490,-120,42,03.2190
9WA4,"PIPER CANYON",45,48,37.5000,-120,57,08.9000
03WN,"AEROSTONE RANCH",45,52,30.1500,-120,40,21.0000
S20,"GOLDENDALE",45,49,55.4660,-120,50,42.9890
8WA1,"FITZ PAD 2",47,03,36.0000,-122,17,38.0000
2WA5,"COULEE COMMUNITY HOSPITAL",47,56,30.8400,-119,00,25.5400
2WA6,"RICE RANCH",47,59,53.5450,-119,05,19.0930
WA25,"GREEN VALLEY AIRFIELD",48,05,45.3600,-122,00,56.4760
43IG,"GRAYLAND INTERGALACTIC",46,48,05.5000,-124,04,22.6000
21W,"RANGER CREEK",47,00,47.3000,-121,32,01.2000
2WA0,"PCFD NR 26",47,08,41.7600,-121,38,10.4500
80WA,"SFS AIRPARK",48,02,09.0000,-122,46,25.0000
WA22,"MIRTH",47,56,19.0000,-122,36,29.0000
WA26,"HARRAH",46,24,29.4540,-120,38,04.2370
3WA2,"HANES",47,29,29.5540,-118,15,03.9070
2WA8,"KRAMER RANCH",47,22,54.0000,-118,17,48.0000
73WT,"MC GREGOR",46,43,24.0000,-118,05,58.0000
HQM,"BOWERMAN",46,58,16.3000,-123,56,11.6000
2WA9,"TOUCHET VALLEY",46,17,21.0000,-118,06,04.0000
7W1,"PORT OF ILWACO",46,18,53.6850,-124,00,13.8170
7WA9,"OCEAN BEACH HOSPITAL",46,18,42.6500,-124,02,32.2700
S23,"IONE MUNI",48,42,30.3800,-117,24,47.2700
92WA,"CONNER",47,33,36.3610,-122,04,49.4340
WA71,"KELLY RANCH",47,32,14.1600,-122,03,38.2200
4WA6,"HILLE AIRSTRIP",46,37,06.5070,-118,35,40.9580
WN84,"LOWER MONUMENTAL DAM",46,34,08.5060,-118,32,12.9460
W09,"LOWER MONUMENTAL STATE",46,33,01.5050,-118,32,10.9480
3WA3,"ANGEL PARK",46,38,54.5080,-118,34,58.9550
3WA4,"WATSON",46,42,59.5100,-118,37,03.9650
86WA,"KAPOWSIN FIELD",47,00,14.3670,-122,14,08.4110
WN80,"WALTERS ARV",46,05,52.4070,-122,51,55.3930
KLS,"SOUTHWEST WASHINGTON RGNL",46,07,04.8000,-122,53,54.2000
WN08,"KENDALL AIRSTRIP",48,54,53.4360,-122,06,46.5410
S60,"KENMORE AIR HARBOR INC",47,45,17.3520,-122,15,33.4550
87WA,"TRIOS WOMEN & CHILDRENS HOSPITAL",46,11,57.6600,-119,07,12.8300
WA39,"WOODFIELD",46,07,40.0000,-119,01,04.0000
0WN2,"COOPERS LANDING",46,07,40.0000,-119,00,54.0000
S36,"CREST AIRPARK",47,20,13.5480,-122,06,12.7310
3WA6,"BOEING KENT",47,25,07.3590,-122,15,39.4380
3WA7,"KENT BENAROYA",47,24,52.3600,-122,13,49.4370
05WN,"FLAT CREEK FIELD",48,42,08.0000,-118,02,51.0000
8WA8,"SNOQUALMIE VALLEY HOSPITAL EMERGENCY ROOM",47,30,54.5700,-121,49,33.7300
WA61,"THOMPSON AIRPORT",47,47,54.0000,-122,31,47.0000
3WA8,"EVERGREEN HOSPITAL",47,42,58.0000,-122,10,48.6000
WA37,"CHINOOK FARMS",46,54,37.0000,-120,26,13.0000
WA46,"DAYBREAK",45,49,49.0000,-122,38,15.0000
WA29,"LA CENTER VIEW-AIR",45,53,44.4080,-122,35,39.3620
WA30,"LACROSSE MUNI",46,47,27.5570,-117,55,16.7920
WN53,"FRONTIER AIRPARK",48,06,37.5250,-122,03,46.2100
WA31,"REOH1",48,02,19.2000,-122,03,40.2000
W10,"WHIDBEY AIR PARK",48,01,03.0441,-122,26,15.8190
69S,"AVEY FIELD",48,59,54.1660,-118,13,21.3550
27W,"LAKE WENATCHEE STATE",47,49,09.8890,-120,43,11.6190
3WA1,"JOHNSON'S LANDING",47,36,13.0000,-120,40,12.3170
15S,"LESTER STATE",47,12,54.4000,-121,27,44.3370
0S0,"LIND",46,58,36.6310,-118,35,14.0320
4WA2,"CRICKET FIELD",46,55,37.8520,-122,58,06.5000
WN57,"BADE ROTOR AND WING SVC",46,55,29.3530,-123,00,34.5060
03WT,"LOPEZ MEDICAL CLINIC",48,31,29.7600,-122,54,44.6000
00WA,"HOWELL",47,10,42.3500,-122,46,18.4800
4WA3,"ST JOHN'S MEDICAL CENTER",46,07,49.3500,-122,56,24.7800
S31,"LOPEZ ISLAND",48,29,02.0850,-122,56,15.6530
81W,"FISHERMANS BAY",48,30,59.3610,-122,55,04.6420
4WA4,"WINDSOCK",48,32,29.3640,-122,53,14.6430
38W,"LYNDEN MUNICIPAL AIRPORT JANSEN FIELD",48,57,21.2260,-122,27,29.2260
4WA7,"MARK REED HOSPITAL",47,03,22.1900,-123,15,34.8700
WN47,"BEAR VALLEY SKYRANCH",47,04,54.0000,-123,16,13.0000
0WA0,"STREAMLINE",47,58,58.5000,-122,02,15.5200
8W3,"MANSFIELD",47,48,33.7890,-119,38,12.9460
WA43,"JANES",48,02,31.3400,-122,13,32.4900
M94,"DESERT AIRE",46,41,14.1040,-119,55,11.0140
74WA,"MATTAWA AIR STRIP",46,43,57.4840,-119,42,08.1280
91WA,"CHRISTENSEN BROS WAHLUKE STRIP",46,42,29.4800,-119,48,04.1440
W12,"LOST RIVER RESORT",48,38,58.5030,-120,30,07.3600
70S,"MEAD FLYING SERVICE",47,47,13.8720,-117,21,29.4580
8AN6,"ISAACSON",47,39,33.0000,-117,40,54.0000
8WT0,"EASTERN STATE HOSPITAL EMS",47,34,23.3500,-117,42,14.4900
67WA,"GREENBLUFF MEADOWS",47,49,35.4000,-117,16,00.8100
97WA,"BASIN CITY AIRFIELD",46,35,08.4970,-119,09,14.0450
WN31,"SLINKARD AIRFIELD",46,36,11.4990,-119,03,46.0320
5WA1,"DORMAN FIELD",46,31,17.4950,-119,10,46.0470
09S,"SULLIVAN LAKE STATE",48,50,27.2230,-117,17,02.3490
5WA4,"BOUNDARY SUBSTATION",48,58,52.7280,-117,21,26.8850
6WA7,"METALINE RADIO",48,55,06.7130,-117,24,58.8850
W16,"FIRST AIR FIELD",47,52,16.9090,-121,59,42.8780
WN20,"VAN DE PLASCH",47,52,20.3590,-121,55,22.4460
39P,"STROM FIELD",46,33,01.2990,-122,15,59.8530
W20,"MOSES LAKE MUNI",47,08,31.2150,-119,14,16.3750
MWH,"GRANT CO INTL",47,12,30.9000,-119,19,08.9000
WA51,"SAMARITAN HOSPITAL RMS",47,07,41.3900,-119,15,55.5800
0WA5,"WARE MOUNTAIN",48,22,45.4400,-122,17,18.5600
WA07,"BARKER",48,22,29.3720,-122,20,19.5660
5WA6,"FOSTER",46,32,59.3810,-122,51,04.4300
WA01,"WIRKKALA",46,21,22.3740,-123,48,52.5370
EBY,"US COAST GUARD STATION NEAH BAY",48,22,13.6300,-124,35,53.2300
WA34,"NEWHALEM OFFICE",48,40,18.7100,-121,15,08.4000
WN54,"ELLERPORT",47,44,05.6370,-117,04,16.7300
0WA7,"SHAMROCK PORT",47,46,37.0000,-117,05,02.0000
WN32,"NEWPORT COMMUNITY HOSP",48,10,55.7900,-117,02,57.4100
16WA,"TIGHTCLIFF",47,50,41.0000,-117,41,37.0000
1WN0,"SCHMIDT RANCH",48,56,00.1700,-117,44,59.3100
57WA,"CROWN CREEK RANCH",48,51,30.1000,-117,56,56.5000
75DC,"OAKESDALE",47,08,29.6200,-117,14,08.6600
3WA5,"BARNES LONESOME POLECAT RANCH",48,15,30.0000,-122,40,00.0000
OKH,"AJ EISENBERG",48,15,05.5000,-122,40,25.2000
NUW,"WHIDBEY ISLAND NAS /AULT FIELD",48,21,06.6241,-122,39,21.4519
WN48,"KIMBREL FARM",46,47,25.3580,-123,18,37.5370
WN88,"MARTIN",46,31,09.3540,-124,01,56.5870
W04,"OCEAN SHORES MUNI",46,59,57.1919,-124,08,32.5770
5WA8,"HOGAN'S CORNER",47,02,34.3110,-124,08,44.6270
43D,"ODESSA MUNI",47,20,51.3000,-118,40,38.1000
9WA2,"ODESSA MEMORIAL HOSPITAL EMS",47,19,53.2700,-118,40,56.2600
S35,"OKANOGAN LEGION",48,21,42.9050,-119,34,03.2160
OLM,"OLYMPIA RGNL",46,58,09.8560,-122,54,09.1610
8WA4,"PROVIDENCE ST PETERS HOSPITAL",47,03,07.4900,-122,50,50.5000
WN12,"FISHTRAP",47,08,57.3450,-122,52,12.5010
WN58,"CAPITOL MEDICAL CENTER",47,02,35.2000,-122,57,03.5600
14WA,"LZ RANCH",46,58,14.7000,-122,44,11.5700
0WN4,"OLYMPIA",46,57,50.3500,-122,53,29.5900
6WA2,"GOWER FIELD",47,06,41.3460,-122,49,16.4900
44T,"HOSKINS FIELD",46,59,32.6000,-122,49,40.2000
OMK,"OMAK",48,27,51.9000,-119,31,05.0000
9WA5,"MID-VALLEY HOSPITAL EMS",48,23,50.0800,-119,32,51.9500
0WN9,"WINGS FOR CHRIST",48,25,49.6700,-119,29,09.8100
WN59,"NELSONS NITCH",46,32,15.3850,-122,43,04.4150
WN74,"BURNT RIDGE AIRSTRIP",46,35,07.3820,-122,37,34.4140
0S7,"DOROTHY SCOTT",48,57,32.3000,-119,24,43.1000
24WA,"OTHELLO COMMUNITY HOSPITAL",46,49,47.3600,-119,09,18.0600
6WA4,"OCHOA FLD",46,51,46.5080,-119,08,19.0430
S70,"OTHELLO MUNI",46,47,39.2000,-119,04,48.4000
55S,"PACKWOOD",46,36,14.9840,-121,40,40.4390
WN26,"SCHOEPFLIN",46,53,05.8900,-117,04,36.7400
WT88,"HILL",46,50,27.6000,-117,03,22.6100
12WT,"WALKER",46,54,39.6000,-117,13,07.2000
WN81,"ICE HARBOR DAM",46,15,06.4890,-118,52,44.0000
PSC,"TRI-CITIES",46,15,52.9000,-119,07,08.5000
6WA6,"CARR",46,16,42.4880,-118,57,22.0130
53WA,"COLUMBIA AG",46,17,32.4880,-118,58,59.0170
WN33,"COLUMBIA AG 2",46,22,49.4910,-118,59,18.0190
18WA,"PASCO",46,22,30.0000,-119,12,20.0000
WA24,"PFISTER'S",46,23,49.0000,-119,01,15.0000
WA76,"COLUMBIA CREST WINERY",45,57,22.4780,-119,37,12.0960
1RL,"POINT ROBERTS AIRPARK",48,58,37.7000,-123,04,45.2000
58WA,"DYE SEED RANCH INC",46,30,26.5580,-117,26,58.6480
CLM,"WILLIAM R FAIRCHILD INTL",48,07,12.7000,-123,29,58.9000
WN37,"THOMPSON",48,06,38.3290,-123,19,25.6580
WN21,"LAWSON AIRPARK",48,04,53.3260,-123,23,52.6660
7WA0,"BIG ANDY",48,05,54.3190,-123,38,34.6970
7WA1,"ECLIPSE",48,05,48.3230,-123,28,57.6730
26WA,"OLYMPIC MEMORIAL HOSPITAL",48,06,55.7500,-123,24,48.0300
NOW,"PORT ANGELES CGAS",48,08,28.6535,-123,24,50.2345
8WN4,"JOHNSON",47,58,20.0000,-122,41,48.0000
4WA9,"PORT ORCHARD",47,25,56.3430,-122,40,04.4880
WN13,"VAUGHAN RANCH AIRFIELD",47,27,49.3480,-122,34,08.4770
0S9,"JEFFERSON COUNTY INTL",48,03,13.7000,-122,48,38.3000
WA42,"STACEY'S",47,58,19.3230,-122,46,19.5940
WA68,"SKY VALLEY AIRSTRIP",48,04,37.0000,-122,50,26.3800
7WA2,"JEFFERSON GENERAL HOSPITAL",48,06,35.4000,-122,47,34.4000
83Q,"PORT OF POULSBO MARINA MOORAGE",47,43,15.5000,-122,38,31.5000
S40,"PROSSER",46,12,48.1372,-119,47,44.0264
7WA7,"MC WHORTER RANCH",46,19,14.4810,-119,37,04.1060
PUW,"PULLMAN/MOSCOW RGNL",46,44,37.9000,-117,06,34.5000
PLU,"PIERCE COUNTY - THUN FIELD",47,06,14.1000,-122,17,13.9000
23WA,"BCAG - FREDERICKSON",47,04,57.3600,-122,20,47.4280
7WA8,"MULTI CARE HEALTH SYSTEM GOOD SAMARITAN HOSPITAL",47,10,43.0200,-122,17,23.7300
WN00,"KIMSHAN RANCH",47,50,24.3290,-122,51,34.5900
UIL,"QUILLAYUTE",47,56,11.7000,-124,33,45.4810
WA74,"QUINCY FLYING SERVICE",47,13,36.0000,-119,54,34.0000
9WA1,"QUINCY VALLEY HOSPITAL EMS",47,13,49.8400,-119,52,03.5900
80T,"QUINCY MUNI",47,12,41.8000,-119,50,23.4000
3WA0,"TAYLOR",46,53,51.3570,-122,40,10.4510
8WA0,"FLYING B",46,52,39.3600,-122,36,04.4420
WN55,"RANDLE-KIONA AIRPARK",46,30,41.3990,-122,00,22.3390
WA08,"ZWAINZ FARMS",47,43,14.5790,-117,54,33.8560
81WA,"JOBE SKIS PLANT 1",47,41,07.3560,-122,08,08.4420
WN91,"EVANS",47,40,27.3580,-122,04,25.4400
WA19,"BERKLEY STRUCTURES",47,40,55.3560,-122,08,54.4430
1WA1,"WEBER POINT",47,38,49.3580,-122,05,14.4390
WA38,"SOUTH COVE",47,41,20.0000,-122,08,15.0000
RNT,"RENTON MUNI",47,29,35.3000,-122,12,56.7000
W36,"WILL ROGERS WILEY POST MEMORIAL",47,29,59.3580,-122,13,09.4400
01WT,"ODYSSEY",47,31,05.4400,-122,12,39.2700
8WA2,"BOEING RENTON RAMP SITE NR 2",47,29,45.3590,-122,12,02.4350
8WA3,"VALLEY MEDICAL CENTER",47,26,30.4700,-122,12,52.3900
R49,"FERRY COUNTY",48,43,05.5410,-118,39,23.2970
WN82,"FERRY COUNTY MEMORIAL HOSPITAL",48,39,10.0000,-118,43,51.5400
82WN,"MAGEE CREEK AERODROME",48,21,41.3400,-118,08,27.4000
WN77,"WNP-2 PLANT SUPPORT FACILITY",46,27,51.4890,-119,20,28.0710
WA89,"KADLEC RGNL MEDICAL CENTER",46,16,53.9300,-119,16,56.2800
WT02,"HAMMER EVOC SKID PAD",46,21,29.0000,-119,20,01.0000
RLD,"RICHLAND",46,18,20.3000,-119,18,15.1000
4S6,"TIETON STATE",46,38,15.1850,-121,07,26.3240
WN94,"EAST ADAMS RURAL HOSPITAL",47,07,16.3800,-118,22,20.4000
8WA5,"TREE HEART RANCH",47,08,29.5190,-118,48,03.9940
33S,"PRU FIELD",47,07,24.4300,-118,23,21.5800
9WA3,"RIVER BEND",48,28,10.6740,-117,17,23.8100
W39,"ROCHE HARBOR",48,36,29.3570,-123,09,34.6730
WA09,"ROCHE HARBOR",48,36,44.3580,-123,08,18.6720
8W9,"R & K SKYRANCH",46,49,57.6580,-123,05,29.1070
72S,"ROSALIA MUNI",47,14,11.6442,-117,25,16.9628
W49,"ROSARIO",48,38,44.3730,-122,52,04.6580
4WA0,"B & G FARMS",46,55,41.0000,-119,44,21.0000
8WA6,"CHRISTENSEN FIELD",46,55,14.4950,-119,35,24.1220
04WN,"STILLWATER CREEK",46,57,30.0900,-119,38,19.7500
8WA7,"GOSSARD FIELD",47,06,54.6020,-117,34,26.7120
0W0,"SEATTLE SEAPLANES",47,37,39.3530,-122,19,54.4570
0WA8,"CHILDRENS HOSPITAL EMERGENCY",47,39,45.4200,-122,17,01.3900
8WA9,"BROADCAST HOUSE HELISTOP",47,37,10.4500,-122,20,55.3600
9WA0,"BOEING PLANT 2",47,32,12.3550,-122,18,47.4480
WA55,"ELLIOTT PARK",47,37,11.3530,-122,21,38.4570
WT22,"GRAVES FIELD HELIPORT",47,39,29.1600,-122,17,54.1700
WN16,"KOMO TV",47,37,18.0000,-122,20,41.0000
WA53,"HARBORVIEW MEDICAL CENTER",47,36,10.1300,-122,19,28.8600
WN22,"LAKE UNION",47,39,08.3530,-122,19,22.4570
WA54,"1001 FOURTH AVENUE PLAZA",47,36,24.3530,-122,20,01.4550
WN01,"SEATTLE PRIVATE NUMBER ONE",47,37,17.3530,-122,20,32.4560
WN93,"PARK 90",47,35,04.3540,-122,19,34.4530
9WA6,"PUGET SOUND PLAZA",47,36,29.3540,-122,19,54.4560
SEA,"SEATTLE-TACOMA INTL",47,26,59.6000,-122,18,42.4000
W55,"KENMORE AIR HARBOR",47,37,44.3530,-122,20,19.4560
BFI,"BOEING FIELD/KING COUNTY INTL",47,31,48.0000,-122,18,07.1000
WA47,"THE TIME PORTAL",48,35,29.2400,-122,15,33.1200
WS87,"PORT FIELD",48,19,54.7300,-120,03,29.7100
11S,"SEKIU",48,15,58.0190,-124,18,50.2730
